Club,Elo,Fecha
Sheffield Utd,1551.76660156,2024-04-24
Granada,1547.6706543,2024-04-24
Le Havre,1538.14855957,2024-04-24
Almería,1536.3762207,2024-04-24
Darmstadt 98,1529.59448242,2024-04-24
Salernitana,1528.50280762,2024-04-24
Manchester City,2038.48071289,2024-04-25
Inter,1980.92834473,2024-04-25
Real Madrid,1978.85241699,2024-04-25
Arsenal,1939.3416748,2024-04-25
Bayern Munich,1938.34753418,2024-04-25
Leverkusen,1926.94592285,2024-04-25
Paris S-G,1923.16101074,2024-04-25
Liverpool,1905.76574707,2024-04-25
Dortmund,1893.05480957,2024-04-25
Barcelona,1868.03955078,2024-04-25
Milan,1857.48571777,2024-04-25
RB Leipzig,1849.80078125,2024-04-25
Atalanta,1840.48803711,2024-04-25
Aston Villa,1839.0703125,2024-04-25
Roma,1831.40026855,2024-04-25
Juventus,1822.86242676,2024-04-25
Tottenham,1818.4407959,2024-04-25
Atlético Madrid,1812.16369629,2024-04-25
Bologna,1798.91015625,2024-04-25
Newcastle Utd,1798.5949707,2024-04-25
Manchester Utd,1796.19262695,2024-04-25
Napoli,1794.36035156,2024-04-25
Stuttgart,1778.88928223,2024-04-25
Chelsea,1777.04223633,2024-04-25
Lazio,1772.05224609,2024-04-25
Girona,1767.41271973,2024-04-25
Lille,1765.32739258,2024-04-25
Real Sociedad,1764.27478027,2024-04-25
Monaco,1758.7890625,2024-04-25
Athletic Club,1756.18481445,2024-04-25
Fiorentina,1754.84106445,2024-04-25
Brighton,1748.39868164,2024-04-25
West Ham,1741.86010742,2024-04-25
Marseille,1737.52514648,2024-04-25
Lens,1733.10925293,2024-04-25
Brentford,1730.81945801,2024-04-25
Fulham,1722.16210938,2024-04-25
Crystal Palace,1721.81286621,2024-04-25
Torino,1720.4197998,2024-04-25
Villarreal,1717.25878906,2024-04-25
Rennes,1716.66137695,2024-04-25
Everton,1710.77868652,2024-04-25
Eint Frankfurt,1706.48950195,2024-04-25
Bournemouth,1704.79040527,2024-04-25
Freiburg,1703.01367188,2024-04-25
Wolves,1701.31103516,2024-04-25
Nice,1699.52453613,2024-04-25
Betis,1698.19677734,2024-04-25
Brest,1698.13598633,2024-04-25
Sevilla,1693.09057617,2024-04-25
Lyon,1692.76086426,2024-04-25
Valencia,1690.78039551,2024-04-25
Monza,1679.86584473,2024-04-25
Mainz 05,1663.48022461,2024-04-25
Gladbach,1662.77490234,2024-04-25
Genoa,1658.35119629,2024-04-25
Getafe,1657.99145508,2024-04-25
Hoffenheim,1657.51171875,2024-04-25
Augsburg,1657.13623047,2024-04-25
Montpellier,1655.35058594,2024-04-25
Wolfsburg,1653.88415527,2024-04-25
Union Berlin,1650.82470703,2024-04-25
Toulouse,1648.92419434,2024-04-25
Nott'ham Forest,1646.35009766,2024-04-25
Osasuna,1643.86108398,2024-04-25
Strasbourg,1641.19848633,2024-04-25
Celta Vigo,1639.29187012,2024-04-25
Werder Bremen,1638.36950684,2024-04-25
Burnley,1636.61328125,2024-04-25
Reims,1636.19799805,2024-04-25
Udinese,1634.06665039,2024-04-25
Empoli,1629.83654785,2024-04-25
Heidenheim,1629.46276855,2024-04-25
Mallorca,1628.67089844,2024-04-25
Rayo Vallecano,1627.50109863,2024-04-25
Lecce,1623.9029541,2024-04-25
Hellas Verona,1620.91467285,2024-04-25
Cagliari,1614.17431641,2024-04-25
Alavés,1609.96606445,2024-04-25
Köln,1608.69665527,2024-04-25
Las Palmas,1597.42980957,2024-04-25
Bochum,1595.30395508,2024-04-25
Frosinone,1595.00671387,2024-04-25
Sassuolo,1594.05749512,2024-04-25
Cádiz,1588.53662109,2024-04-25
Luton Town,1588.4666748,2024-04-25
Lorient,1567.22717285,2024-04-25
Metz,1563.58068848,2024-04-25
Clermont Foot,1559.54296875,2024-04-25
Nantes,1551.95898438,2024-04-25
Sheffield Utd,1548.78393555,2024-04-25
Granada,1547.6706543,2024-04-25
Le Havre,1538.14855957,2024-04-25
Almería,1536.3762207,2024-04-25
Darmstadt 98,1529.59448242,2024-04-25
Salernitana,1528.50280762,2024-04-25
Manchester City,2046.35266113,2024-05-02
Real Madrid,1986.38659668,2024-05-02
Inter,1984.04956055,2024-05-02
Arsenal,1945.47131348,2024-05-02
Bayern Munich,1938.82202148,2024-05-02
Leverkusen,1922.01403809,2024-05-02
Paris S-G,1910.47717285,2024-05-02
Liverpool,1902.71838379,2024-05-02
Dortmund,1883.52502441,2024-05-02
Barcelona,1872.41503906,2024-05-02
RB Leipzig,1863.27575684,2024-05-02
Milan,1857.52722168,2024-05-02
Atalanta,1844.37231445,2024-05-02
Aston Villa,1835.83532715,2024-05-02
Roma,1831.38635254,2024-05-02
Juventus,1822.82104492,2024-05-02
Atlético Madrid,1819.43823242,2024-05-02
Tottenham,1812.31103516,2024-05-02
Newcastle Utd,1802.53344727,2024-05-02
Napoli,1794.37414551,2024-05-02
Bologna,1793.68579102,2024-05-02
Manchester Utd,1790.70690918,2024-05-02
Stuttgart,1784.56530762,2024-05-02
Chelsea,1780.27722168,2024-05-02
Girona,1776.20263672,2024-05-02
Lazio,1775.86181641,2024-05-02
Lille,1768.28833008,2024-05-02
Fiorentina,1761.75561523,2024-05-02
Real Sociedad,1760.09094238,2024-05-02
Athletic Club,1750.20715332,2024-05-02
Monaco,1748.85827637,2024-05-02
West Ham,1744.90759277,2024-05-02
Marseille,1743.45715332,2024-05-02
Brighton,1729.71850586,2024-05-02
Lens,1724.86828613,2024-05-02
Villarreal,1724.82092285,2024-05-02
Brentford,1723.6550293,2024-05-02
Crystal Palace,1723.38012695,2024-05-02
Fulham,1720.59484863,2024-05-02
Everton,1717.9432373,2024-05-02
Bournemouth,1717.83862305,2024-05-02
Torino,1717.29858398,2024-05-02
Nice,1708.99511719,2024-05-02
Brest,1706.38330078,2024-05-02
Rennes,1706.10522461,2024-05-02
Wolves,1705.38659668,2024-05-02
Eint Frankfurt,1704.70568848,2024-05-02
Lyon,1700.3828125,2024-05-02
Betis,1696.40637207,2024-05-02
Sevilla,1696.17785645,2024-05-02
Freiburg,1692.60656738,2024-05-02
Valencia,1687.70178223,2024-05-02
Monza,1679.29370117,2024-05-02
Genoa,1668.92407227,2024-05-02
Getafe,1668.61950684,2024-05-02
Wolfsburg,1665.03527832,2024-05-02
Gladbach,1661.27026367,2024-05-02
Mainz 05,1660.81884766,2024-05-02
Werder Bremen,1655.93859863,2024-05-02
Toulouse,1654.48449707,2024-05-02
Union Berlin,1653.07348633,2024-05-02
Montpellier,1650.50341797,2024-05-02
Hoffenheim,1649.90905762,2024-05-02
Nott'ham Forest,1644.10986328,2024-05-02
Burnley,1642.09899902,2024-05-02
Augsburg,1640.3112793,2024-05-02
Udinese,1639.29101562,2024-05-02
Heidenheim,1636.61853027,2024-05-02
Mallorca,1630.50073242,2024-05-02
Osasuna,1629.82226562,2024-05-02
Strasbourg,1629.41906738,2024-05-02
Celta Vigo,1628.08239746,2024-05-02
Empoli,1625.95239258,2024-05-02
Lecce,1624.47509766,2024-05-02
Alavés,1622.47241211,2024-05-02
Rayo Vallecano,1621.23596191,2024-05-02
Reims,1618.87268066,2024-05-02
Hellas Verona,1617.10510254,2024-05-02
Köln,1612.10217285,2024-05-02
Frosinone,1604.38574219,2024-05-02
Bochum,1603.65075684,2024-05-02
Cagliari,1603.6015625,2024-05-02
Las Palmas,1589.93676758,2024-05-02
Cádiz,1588.00378418,2024-05-02
Sassuolo,1587.14294434,2024-05-02
Luton Town,1584.39111328,2024-05-02
Clermont Foot,1574.55944824,2024-05-02
Granada,1563.00622559,2024-05-02
Lorient,1559.35803223,2024-05-02
Metz,1558.31091309,2024-05-02
Nantes,1554.49731445,2024-05-02
Le Havre,1545.32250977,2024-05-02
Sheffield Utd,1544.84545898,2024-05-02
Almería,1527.04504395,2024-05-02
Darmstadt 98,1523.18286133,2024-05-02
Salernitana,1519.12390137,2024-05-02
Manchester City,2043.49133301,2024-05-06
Real Madrid,1987.73901367,2024-05-06
Inter,1967.09533691,2024-05-06
Arsenal,1944.10620117,2024-05-06
Leverkusen,1940.41845703,2024-05-06
Bayern Munich,1926.50219727,2024-05-06
Paris S-G,1910.08398438,2024-05-06
Liverpool,1903.28039551,2024-05-06
Dortmund,1890.2520752,2024-05-06
RB Leipzig,1861.48937988,2024-05-06
Barcelona,1860.62683105,2024-05-06
Milan,1850.58703613,2024-05-06
Atalanta,1844.32763672,2024-05-06
Atlético Madrid,1824.76928711,2024-05-06
Juventus,1822.89697266,2024-05-06
Roma,1821.15100098,2024-05-06
Newcastle Utd,1806.47497559,2024-05-06
Aston Villa,1804.42883301,2024-05-06
Stuttgart,1802.00646973,2024-05-06
Chelsea,1797.25378418,2024-05-06
Napoli,1793.23657227,2024-05-06
Bologna,1791.51342773,2024-05-06
Tottenham,1790.99731445,2024-05-06
Girona,1787.9909668,2024-05-06
Manchester Utd,1785.45690918,2024-05-06
Lazio,1773.12109375,2024-05-06
Lille,1767.8951416,2024-05-06
Real Sociedad,1764.15319824,2024-05-06
Athletic Club,1761.68786621,2024-05-06
Monaco,1754.22460938,2024-05-06
Fiorentina,1752.89123535,2024-05-06
Marseille,1741.97106934,2024-05-06
Brighton,1733.37939453,2024-05-06
Lens,1729.42504883,2024-05-06
West Ham,1727.68237305,2024-05-06
Crystal Palace,1718.13000488,2024-05-06
Torino,1717.19567871,2024-05-06
Fulham,1717.01428223,2024-05-06
Brentford,1716.73535156,2024-05-06
Villarreal,1716.4239502,2024-05-06
Rennes,1710.76940918,2024-05-06
Everton,1710.47900391,2024-05-06
Bournemouth,1708.70361328,2024-05-06
Nice,1708.60192871,2024-05-06
Betis,1708.40942383,2024-05-06
Sevilla,1701.88305664,2024-05-06
Brest,1701.1529541,2024-05-06
Lyon,1699.98962402,2024-05-06
Eint Frankfurt,1699.3067627,2024-05-06
Wolves,1697.74780273,2024-05-06
Freiburg,1694.37060547,2024-05-06
Monza,1679.75915527,2024-05-06
Valencia,1675.68041992,2024-05-06
Wolfsburg,1673.74328613,2024-05-06
Genoa,1673.58886719,2024-05-06
Gladbach,1665.18774414,2024-05-06
Mainz 05,1664.26147461,2024-05-06
Montpellier,1659.07739258,2024-05-06
Werder Bremen,1657.14245605,2024-05-06
Getafe,1657.13879395,2024-05-06
Hoffenheim,1656.81677246,2024-05-06
Nott'ham Forest,1648.51269531,2024-05-06
Toulouse,1645.12426758,2024-05-06
Union Berlin,1644.75915527,2024-05-06
Augsburg,1638.70556641,2024-05-06
Heidenheim,1638.29724121,2024-05-06
Udinese,1638.15344238,2024-05-06
Celta Vigo,1636.47924805,2024-05-06
Alavés,1634.49377441,2024-05-06
Burnley,1627.65710449,2024-05-06
Hellas Verona,1626.8260498,2024-05-06
Mallorca,1625.16967773,2024-05-06
Lecce,1623.93603516,2024-05-06
Empoli,1623.01379395,2024-05-06
Reims,1618.47949219,2024-05-06
Osasuna,1617.81933594,2024-05-06
Bochum,1617.08642578,2024-05-06
Strasbourg,1615.54528809,2024-05-06
Köln,1615.45959473,2024-05-06
Rayo Vallecano,1608.83496094,2024-05-06
Frosinone,1605.0489502,2024-05-06
Cagliari,1601.86535645,2024-05-06
Sassuolo,1601.82189941,2024-05-06
Cádiz,1586.65136719,2024-05-06
Las Palmas,1585.87438965,2024-05-06
Luton Town,1581.35510254,2024-05-06
Clermont Foot,1568.40698242,2024-05-06
Nantes,1558.94140625,2024-05-06
Le Havre,1558.41015625,2024-05-06
Granada,1557.30102539,2024-05-06
Lorient,1554.01501465,2024-05-06
Metz,1552.86047363,2024-05-06
Almería,1539.44604492,2024-05-06
Sheffield Utd,1529.94238281,2024-05-06
Darmstadt 98,1519.59631348,2024-05-06
Salernitana,1517.98632812,2024-05-06
Manchester City,2041.18237305,2023-12-29
Real Madrid,1967.50537109,2023-12-29
Bayern Munich,1962.51953125,2023-12-29
Liverpool,1938.93725586,2023-12-29
Inter,1938.93701172,2023-12-29
Arsenal,1922.60327148,2023-12-29
Paris S-G,1873.03369141,2023-12-29
Atlético Madrid,1870.09326172,2023-12-29
Barcelona,1858.90429688,2023-12-29
Leverkusen,1856.88781738,2023-12-29
Aston Villa,1851.43017578,2023-12-29
RB Leipzig,1846.27331543,2023-12-29
Juventus,1843.72595215,2023-12-29
Dortmund,1840.43029785,2023-12-29
Napoli,1833.36791992,2023-12-29
Tottenham,1832.15258789,2023-12-29
Real Sociedad,1828.69592285,2023-12-29
Milan,1823.33349609,2023-12-29
Brighton,1820.60876465,2023-12-29
West Ham,1808.95410156,2023-12-29
Newcastle Utd,1802.76281738,2023-12-29
Manchester Utd,1798.17578125,2023-12-29
Girona,1783.5012207,2023-12-29
Roma,1775.37878418,2023-12-29
Chelsea,1772.13586426,2023-12-29
Atalanta,1764.22106934,2023-12-29
Athletic Club,1761.06420898,2023-12-29
Fiorentina,1758.38134766,2023-12-29
Lazio,1757.68652344,2023-12-29
Lens,1756.61853027,2023-12-29
Brentford,1751.77209473,2023-12-29
Bologna,1751.42077637,2023-12-29
Marseille,1740.19848633,2023-12-29
Betis,1738.6875,2023-12-29
Everton,1733.07104492,2023-12-29
Wolves,1726.80541992,2023-12-29
Stuttgart,1723.70239258,2023-12-29
Lille,1723.60900879,2023-12-29
Nice,1723.09790039,2023-12-29
Freiburg,1720.04394531,2023-12-29
Bournemouth,1717.39782715,2023-12-29
Villarreal,1716.41149902,2023-12-29
Monaco,1715.70239258,2023-12-29
Crystal Palace,1712.38842773,2023-12-29
Eint Frankfurt,1706.41442871,2023-12-29
Fulham,1705.29162598,2023-12-29
Torino,1695.99523926,2023-12-29
Rennes,1695.43078613,2023-12-29
Sevilla,1693.81774902,2023-12-29
Getafe,1693.73254395,2023-12-29
Valencia,1680.17883301,2023-12-29
Wolfsburg,1674.61352539,2023-12-29
Hoffenheim,1665.17919922,2023-12-29
Gladbach,1664.94030762,2023-12-29
Brest,1662.76196289,2023-12-29
Nott'ham Forest,1659.63964844,2023-12-29
Monza,1658.77355957,2023-12-29
Lyon,1652.92333984,2023-12-29
Burnley,1652.82983398,2023-12-29
Union Berlin,1649.65795898,2023-12-29
Osasuna,1649.25854492,2023-12-29
Mallorca,1645.84484863,2023-12-29
Rayo Vallecano,1638.88464355,2023-12-29
Reims,1637.79003906,2023-12-29
Mainz 05,1636.29333496,2023-12-29
Strasbourg,1632.5423584,2023-12-29
Montpellier,1631.86425781,2023-12-29
Udinese,1631.46728516,2023-12-29
Las Palmas,1629.08679199,2023-12-29
Cádiz,1628.36547852,2023-12-29
Celta Vigo,1626.93444824,2023-12-29
Sassuolo,1623.38525391,2023-12-29
Bochum,1617.0567627,2023-12-29
Köln,1615.31018066,2023-12-29
Werder Bremen,1613.53417969,2023-12-29
Genoa,1612.66247559,2023-12-29
Lecce,1611.18945312,2023-12-29
Luton Town,1609.91662598,2023-12-29
Augsburg,1605.96484375,2023-12-29
Frosinone,1601.7208252,2023-12-29
Toulouse,1595.14404297,2023-12-29
Heidenheim,1594.81359863,2023-12-29
Hellas Verona,1594.7253418,2023-12-29
Alavés,1589.52026367,2023-12-29
Empoli,1585.99609375,2023-12-29
Sheffield Utd,1581.79125977,2023-12-29
Salernitana,1564.07653809,2023-12-29
Granada,1563.72619629,2023-12-29
Cagliari,1561.55102539,2023-12-29
Clermont Foot,1557.71130371,2023-12-29
Almería,1554.82104492,2023-12-29
Nantes,1553.98034668,2023-12-29
Metz,1553.2175293,2023-12-29
Lorient,1550.74169922,2023-12-29
Le Havre,1548.51293945,2023-12-29
Darmstadt 98,1536.63745117,2023-12-29
Manchester City,2042.03088379,2024-01-05
Real Madrid,1968.71606445,2024-01-05
Bayern Munich,1962.51953125,2024-01-05
Liverpool,1943.99243164,2024-01-05
Inter,1932.30786133,2024-01-05
Arsenal,1910.52770996,2024-01-05
Paris S-G,1873.03369141,2024-01-05
Barcelona,1863.40563965,2024-01-05
Atlético Madrid,1861.97692871,2024-01-05
Leverkusen,1856.88781738,2024-01-05
Aston Villa,1854.12573242,2024-01-05
Juventus,1848.99475098,2024-01-05
RB Leipzig,1846.27331543,2024-01-05
Dortmund,1840.43029785,2024-01-05
Tottenham,1837.67590332,2024-01-05
Napoli,1827.69445801,2024-01-05
Milan,1825.9934082,2024-01-05
Brighton,1821.91955566,2024-01-05
Real Sociedad,1821.4708252,2024-01-05
West Ham,1807.64331055,2024-01-05
Newcastle Utd,1797.7076416,2024-01-05
Girona,1791.61755371,2024-01-05
Manchester Utd,1787.88989258,2024-01-05
Chelsea,1777.52233887,2024-01-05
Athletic Club,1773.01818848,2024-01-05
Roma,1770.10998535,2024-01-05
Atalanta,1767.66564941,2024-01-05
Fiorentina,1763.76635742,2024-01-05
Lazio,1762.55456543,2024-01-05
Lens,1756.61853027,2024-01-05
Brentford,1740.87280273,2024-01-05
Marseille,1740.19848633,2024-01-05
Wolves,1738.7824707,2024-01-05
Bologna,1734.36157227,2024-01-05
Betis,1729.55029297,2024-01-05
Stuttgart,1723.70239258,2024-01-05
Lille,1723.60900879,2024-01-05
Crystal Palace,1723.28771973,2024-01-05
Nice,1723.09790039,2024-01-05
Everton,1721.09387207,2024-01-05
Freiburg,1720.04394531,2024-01-05
Fulham,1717.3671875,2024-01-05
Monaco,1715.70239258,2024-01-05
Bournemouth,1711.87463379,2024-01-05
Villarreal,1706.5748291,2024-01-05
Eint Frankfurt,1706.41442871,2024-01-05
Rennes,1695.43078613,2024-01-05
Torino,1690.61022949,2024-01-05
Valencia,1690.01550293,2024-01-05
Sevilla,1681.86376953,2024-01-05
Getafe,1677.2467041,2024-01-05
Wolfsburg,1674.61352539,2024-01-05
Nott'ham Forest,1669.92553711,2024-01-05
Hoffenheim,1665.17919922,2024-01-05
Gladbach,1664.94030762,2024-01-05
Monza,1664.44702148,2024-01-05
Brest,1662.76196289,2024-01-05
Rayo Vallecano,1655.3704834,2024-01-05
Osasuna,1653.19152832,2024-01-05
Lyon,1652.92333984,2024-01-05
Burnley,1650.13427734,2024-01-05
Union Berlin,1649.65795898,2024-01-05
Udinese,1648.52661133,2024-01-05
Mallorca,1644.63415527,2024-01-05
Reims,1637.79003906,2024-01-05
Mainz 05,1636.29333496,2024-01-05
Celta Vigo,1636.07165527,2024-01-05
Strasbourg,1632.5423584,2024-01-05
Montpellier,1631.86425781,2024-01-05
Las Palmas,1624.58544922,2024-01-05
Sassuolo,1620.72521973,2024-01-05
Genoa,1619.29162598,2024-01-05
Cádiz,1617.32189941,2024-01-05
Bochum,1617.0567627,2024-01-05
Köln,1615.31018066,2024-01-05
Werder Bremen,1613.53417969,2024-01-05
Lecce,1607.74499512,2024-01-05
Augsburg,1605.96484375,2024-01-05
Luton Town,1604.53015137,2024-01-05
Frosinone,1596.8527832,2024-01-05
Alavés,1596.74536133,2024-01-05
Toulouse,1595.14404297,2024-01-05
Heidenheim,1594.81359863,2024-01-05
Empoli,1586.72631836,2024-01-05
Hellas Verona,1584.59130859,2024-01-05
Sheffield Utd,1580.94262695,2024-01-05
Granada,1574.76989746,2024-01-05
Salernitana,1574.21044922,2024-01-05
Cagliari,1560.82080078,2024-01-05
Clermont Foot,1557.71130371,2024-01-05
Nantes,1553.98034668,2024-01-05
Metz,1553.2175293,2024-01-05
Almería,1550.88806152,2024-01-05
Lorient,1550.74169922,2024-01-05
Le Havre,1548.51293945,2024-01-05
Darmstadt 98,1536.63745117,2024-01-05
Manchester City,2042.03088379,2024-01-06
Real Madrid,1968.71606445,2024-01-06
Bayern Munich,1962.51953125,2024-01-06
Liverpool,1943.99243164,2024-01-06
Inter,1932.30786133,2024-01-06
Arsenal,1910.52770996,2024-01-06
Paris S-G,1873.03369141,2024-01-06
Barcelona,1863.40563965,2024-01-06
Atlético Madrid,1861.97692871,2024-01-06
Leverkusen,1856.88781738,2024-01-06
Aston Villa,1854.12573242,2024-01-06
Juventus,1848.99475098,2024-01-06
RB Leipzig,1846.27331543,2024-01-06
Dortmund,1840.43029785,2024-01-06
Tottenham,1837.67590332,2024-01-06
Napoli,1827.69445801,2024-01-06
Milan,1825.9934082,2024-01-06
Brighton,1821.91955566,2024-01-06
Real Sociedad,1821.4708252,2024-01-06
West Ham,1807.64331055,2024-01-06
Newcastle Utd,1797.7076416,2024-01-06
Girona,1791.61755371,2024-01-06
Manchester Utd,1787.88989258,2024-01-06
Chelsea,1777.52233887,2024-01-06
Athletic Club,1773.01818848,2024-01-06
Roma,1770.10998535,2024-01-06
Atalanta,1767.66564941,2024-01-06
Fiorentina,1763.76635742,2024-01-06
Lazio,1762.55456543,2024-01-06
Lens,1756.61853027,2024-01-06
Brentford,1740.87280273,2024-01-06
Marseille,1740.19848633,2024-01-06
Wolves,1738.7824707,2024-01-06
Bologna,1729.91113281,2024-01-06
Betis,1729.55029297,2024-01-06
Stuttgart,1723.70239258,2024-01-06
Lille,1723.60900879,2024-01-06
Crystal Palace,1723.28771973,2024-01-06
Nice,1723.09790039,2024-01-06
Everton,1721.09387207,2024-01-06
Freiburg,1720.04394531,2024-01-06
Fulham,1717.3671875,2024-01-06
Monaco,1715.70239258,2024-01-06
Bournemouth,1711.87463379,2024-01-06
Villarreal,1706.5748291,2024-01-06
Eint Frankfurt,1706.41442871,2024-01-06
Rennes,1695.43078613,2024-01-06
Torino,1690.61022949,2024-01-06
Valencia,1690.01550293,2024-01-06
Sevilla,1681.86376953,2024-01-06
Getafe,1677.2467041,2024-01-06
Wolfsburg,1674.61352539,2024-01-06
Nott'ham Forest,1669.92553711,2024-01-06
Hoffenheim,1665.17919922,2024-01-06
Gladbach,1664.94030762,2024-01-06
Monza,1664.44702148,2024-01-06
Brest,1662.76196289,2024-01-06
Rayo Vallecano,1655.3704834,2024-01-06
Osasuna,1653.19152832,2024-01-06
Lyon,1652.92333984,2024-01-06
Burnley,1650.13427734,2024-01-06
Union Berlin,1649.65795898,2024-01-06
Udinese,1648.52661133,2024-01-06
Mallorca,1644.63415527,2024-01-06
Reims,1637.79003906,2024-01-06
Mainz 05,1636.29333496,2024-01-06
Celta Vigo,1636.07165527,2024-01-06
Strasbourg,1632.5423584,2024-01-06
Montpellier,1631.86425781,2024-01-06
Las Palmas,1624.58544922,2024-01-06
Genoa,1623.74206543,2024-01-06
Sassuolo,1620.72521973,2024-01-06
Cádiz,1617.32189941,2024-01-06
Bochum,1617.0567627,2024-01-06
Köln,1615.31018066,2024-01-06
Werder Bremen,1613.53417969,2024-01-06
Lecce,1607.74499512,2024-01-06
Augsburg,1605.96484375,2024-01-06
Luton Town,1604.53015137,2024-01-06
Frosinone,1596.8527832,2024-01-06
Alavés,1596.74536133,2024-01-06
Toulouse,1595.14404297,2024-01-06
Heidenheim,1594.81359863,2024-01-06
Empoli,1586.72631836,2024-01-06
Hellas Verona,1584.59130859,2024-01-06
Sheffield Utd,1580.94262695,2024-01-06
Granada,1574.76989746,2024-01-06
Salernitana,1574.21044922,2024-01-06
Cagliari,1560.82080078,2024-01-06
Clermont Foot,1557.71130371,2024-01-06
Nantes,1553.98034668,2024-01-06
Metz,1553.2175293,2024-01-06
Almería,1550.88806152,2024-01-06
Lorient,1550.74169922,2024-01-06
Le Havre,1548.51293945,2024-01-06
Darmstadt 98,1536.63745117,2024-01-06
Manchester City,2042.03088379,2024-01-07
Real Madrid,1968.71606445,2024-01-07
Bayern Munich,1962.51953125,2024-01-07
Liverpool,1943.99243164,2024-01-07
Inter,1933.52111816,2024-01-07
Arsenal,1910.52770996,2024-01-07
Paris S-G,1873.03369141,2024-01-07
Barcelona,1863.40563965,2024-01-07
Atlético Madrid,1861.97692871,2024-01-07
Leverkusen,1856.88781738,2024-01-07
Aston Villa,1854.12573242,2024-01-07
Juventus,1848.99475098,2024-01-07
RB Leipzig,1846.27331543,2024-01-07
Dortmund,1840.43029785,2024-01-07
Tottenham,1837.67590332,2024-01-07
Napoli,1827.69445801,2024-01-07
Milan,1825.9934082,2024-01-07
Brighton,1821.91955566,2024-01-07
Real Sociedad,1821.4708252,2024-01-07
West Ham,1807.64331055,2024-01-07
Newcastle Utd,1797.7076416,2024-01-07
Girona,1791.61755371,2024-01-07
Manchester Utd,1787.88989258,2024-01-07
Chelsea,1777.52233887,2024-01-07
Athletic Club,1773.01818848,2024-01-07
Roma,1770.10998535,2024-01-07
Atalanta,1767.66564941,2024-01-07
Lazio,1762.55456543,2024-01-07
Lens,1756.61853027,2024-01-07
Fiorentina,1753.38439941,2024-01-07
Brentford,1740.87280273,2024-01-07
Marseille,1740.19848633,2024-01-07
Wolves,1738.7824707,2024-01-07
Bologna,1729.91113281,2024-01-07
Betis,1729.55029297,2024-01-07
Stuttgart,1723.70239258,2024-01-07
Lille,1723.60900879,2024-01-07
Crystal Palace,1723.28771973,2024-01-07
Nice,1723.09790039,2024-01-07
Everton,1721.09387207,2024-01-07
Freiburg,1720.04394531,2024-01-07
Fulham,1717.3671875,2024-01-07
Monaco,1715.70239258,2024-01-07
Bournemouth,1711.87463379,2024-01-07
Villarreal,1706.5748291,2024-01-07
Eint Frankfurt,1706.41442871,2024-01-07
Rennes,1695.43078613,2024-01-07
Torino,1690.61022949,2024-01-07
Valencia,1690.01550293,2024-01-07
Sevilla,1681.86376953,2024-01-07
Getafe,1677.2467041,2024-01-07
Wolfsburg,1674.61352539,2024-01-07
Monza,1672.11779785,2024-01-07
Nott'ham Forest,1669.92553711,2024-01-07
Hoffenheim,1665.17919922,2024-01-07
Gladbach,1664.94030762,2024-01-07
Brest,1662.76196289,2024-01-07
Rayo Vallecano,1655.3704834,2024-01-07
Osasuna,1653.19152832,2024-01-07
Lyon,1652.92333984,2024-01-07
Burnley,1650.13427734,2024-01-07
Union Berlin,1649.65795898,2024-01-07
Udinese,1648.52661133,2024-01-07
Mallorca,1644.63415527,2024-01-07
Reims,1637.79003906,2024-01-07
Mainz 05,1636.29333496,2024-01-07
Celta Vigo,1636.07165527,2024-01-07
Strasbourg,1632.5423584,2024-01-07
Montpellier,1631.86425781,2024-01-07
Sassuolo,1631.10705566,2024-01-07
Las Palmas,1624.58544922,2024-01-07
Genoa,1623.74206543,2024-01-07
Cádiz,1617.32189941,2024-01-07
Bochum,1617.0567627,2024-01-07
Köln,1615.31018066,2024-01-07
Werder Bremen,1613.53417969,2024-01-07
Augsburg,1605.96484375,2024-01-07
Lecce,1605.00292969,2024-01-07
Luton Town,1604.53015137,2024-01-07
Alavés,1596.74536133,2024-01-07
Toulouse,1595.14404297,2024-01-07
Heidenheim,1594.81359863,2024-01-07
Frosinone,1589.18200684,2024-01-07
Empoli,1586.72631836,2024-01-07
Hellas Verona,1583.37805176,2024-01-07
Sheffield Utd,1580.94262695,2024-01-07
Granada,1574.76989746,2024-01-07
Salernitana,1574.21044922,2024-01-07
Cagliari,1563.56286621,2024-01-07
Clermont Foot,1557.71130371,2024-01-07
Nantes,1553.98034668,2024-01-07
Metz,1553.2175293,2024-01-07
Almería,1550.88806152,2024-01-07
Lorient,1550.74169922,2024-01-07
Le Havre,1548.51293945,2024-01-07
Darmstadt 98,1536.63745117,2024-01-07
Manchester City,2045.65881348,2024-01-15
Real Madrid,1968.71606445,2024-01-15
Bayern Munich,1964.86169434,2024-01-15
Liverpool,1943.99243164,2024-01-15
Inter,1940.27954102,2024-01-15
Arsenal,1910.52770996,2024-01-15
Paris S-G,1881.8013916,2024-01-15
Barcelona,1863.40563965,2024-01-15
Atlético Madrid,1861.97692871,2024-01-15
Leverkusen,1860.61303711,2024-01-15
Juventus,1852.13745117,2024-01-15
Aston Villa,1851.99084473,2024-01-15
Dortmund,1845.26281738,2024-01-15
Milan,1839.90612793,2024-01-15
Tottenham,1837.90356445,2024-01-15
RB Leipzig,1833.24108887,2024-01-15
Brighton,1821.91955566,2024-01-15
Real Sociedad,1814.06481934,2024-01-15
Napoli,1811.75231934,2024-01-15
West Ham,1807.64331055,2024-01-15
